,year,county,cause,sex,age_code,N
21686,108,Changhua County,肝和肝內膽管癌,男,65-69歲,2
21687,108,Changhua County,肝和肝內膽管癌,男,70-74歲,4
21688,108,Changhua County,肝和肝內膽管癌,男,75-79歲,1
21689,108,Changhua County,肝和肝內膽管癌,男,80-84歲,2
21690,108,Changhua County,肝和肝內膽管癌,男,85-89歲,1
21691,108,Changhua County,肝和肝內膽管癌,女,60-64歲,2
21692,108,Changhua County,肝和肝內膽管癌,女,75-79歲,1
21693,108,Changhua County,肝和肝內膽管癌,女,80-84歲,1
21694,108,Changhua County,肝和肝內膽管癌,女,85-89歲,4
21695,108,Changhua County,胰臟癌,男,75-79歲,1
21696,108,Changhua County,胰臟癌,女,60-64歲,1
21697,108,Changhua County,胰臟癌,女,65-69歲,1
21698,108,Changhua County,胰臟癌,女,75-79歲,1
21699,108,Changhua County,胰臟癌,女,80-84歲,1
21700,108,Changhua County,胰臟癌,女,85-89歲,1
21701,108,Changhua County,胰臟癌,女,90-94歲,2
21702,108,Changhua County,鼻腔、中耳和副鼻竇癌,男,80-84歲,1
21703,108,Changhua County,氣管、支氣管和肺癌,男,40-44歲,1
21704,108,Changhua County,氣管、支氣管和肺癌,男,45-49歲,2
21705,108,Changhua County,氣管、支氣管和肺癌,男,50-54歲,2
21706,108,Changhua County,氣管、支氣管和肺癌,男,55-59歲,1
21707,108,Changhua County,氣管、支氣管和肺癌,男,60-64歲,5
21708,108,Changhua County,氣管、支氣管和肺癌,男,65-69歲,2
21709,108,Changhua County,氣管、支氣管和肺癌,男,70-74歲,1
21710,108,Changhua County,氣管、支氣管和肺癌,男,75-79歲,4
21711,108,Changhua County,氣管、支氣管和肺癌,男,80-84歲,2
21712,108,Changhua County,氣管、支氣管和肺癌,男,85-89歲,2
21713,108,Changhua County,氣管、支氣管和肺癌,男,90-94歲,2
21714,108,Changhua County,氣管、支氣管和肺癌,女,55-59歲,1
21715,108,Changhua County,氣管、支氣管和肺癌,女,60-64歲,3
21716,108,Changhua County,氣管、支氣管和肺癌,女,70-74歲,2
21717,108,Changhua County,氣管、支氣管和肺癌,女,75-79歲,1
21718,108,Changhua County,氣管、支氣管和肺癌,女,85-89歲,2
21719,108,Changhua County,女性乳房癌,女,45-49歲,1
21720,108,Changhua County,女性乳房癌,女,50-54歲,1
21721,108,Changhua County,女性乳房癌,女,60-64歲,3
21722,108,Changhua County,女性乳房癌,女,65-69歲,2
21723,108,Changhua County,女性乳房癌,女,70-74歲,3
21724,108,Changhua County,女性乳房癌,女,85-89歲,1
21725,108,Changhua County,子宮頸及部位未明示子宮癌,女,80-84歲,1
21726,108,Changhua County,子宮頸及部位未明示子宮癌,女,85-89歲,2
21727,108,Changhua County,子宮體癌,女,35-39歲,1
21728,108,Changhua County,子宮體癌,女,45-49歲,1
21729,108,Changhua County,子宮體癌,女,50-54歲,1
21730,108,Changhua County,子宮體癌,女,55-59歲,1
21731,108,Changhua County,卵巢癌,女,45-49歲,1
21732,108,Changhua County,卵巢癌,女,55-59歲,1
21733,108,Changhua County,卵巢癌,女,70-74歲,1
21734,108,Changhua County,前列腺(攝護腺)癌,男,70-74歲,2
21735,108,Changhua County,前列腺(攝護腺)癌,男,75-79歲,2
21736,108,Changhua County,前列腺(攝護腺)癌,男,80-84歲,1
21737,108,Changhua County,前列腺(攝護腺)癌,男,85-89歲,2
21738,108,Changhua County,前列腺(攝護腺)癌,男,95-99歲,1
21739,108,Changhua County,腎臟癌,男,30-34歲,1
21740,108,Changhua County,膀胱癌,男,65-69歲,1
21741,108,Changhua County,膀胱癌,男,80-84歲,1
21742,108,Changhua County,腦癌,男,45-49歲,1
21743,108,Changhua County,腦癌,女,30-34歲,1
21744,108,Changhua County,腦癌,女,70-74歲,1
21745,108,Changhua County,非何杰金氏淋巴瘤,男,60-64歲,1
21746,108,Changhua County,非何杰金氏淋巴瘤,男,65-69歲,1
21747,108,Changhua County,非何杰金氏淋巴瘤,男,70-74歲,1
21748,108,Changhua County,非何杰金氏淋巴瘤,男,75-79歲,1
21749,108,Changhua County,非何杰金氏淋巴瘤,男,85-89歲,1
21750,108,Changhua County,白血病,男,70-74歲,1
21751,108,Changhua County,白血病,女,50-54歲,1
21752,108,Changhua County,白血病,女,80-84歲,1
21753,108,Changhua County,其他癌症,男,75-79歲,1
21754,108,Changhua County,其他癌症,男,95-99歲,1
21755,108,Changhua County,其他癌症,女,一歲,1
21756,108,Changhua County,其他癌症,女,40-44歲,1
21757,108,Changhua County,其他癌症,女,60-64歲,1
21758,108,Changhua County,其他癌症,女,85-89歲,1
21759,108,Changhua County,口腔癌,男,35-39歲,1
21760,108,Changhua County,口腔癌,男,40-44歲,2
21761,108,Changhua County,口腔癌,男,50-54歲,1
21762,108,Changhua County,口腔癌,男,55-59歲,1
21763,108,Changhua County,口腔癌,男,65-69歲,1
21764,108,Changhua County,口腔癌,男,75-79歲,1
21765,108,Changhua County,口腔癌,男,90-94歲,1
21766,108,Changhua County,鼻咽癌,男,85-89歲,1
21767,108,Changhua County,胃癌,男,50-54歲,1
21768,108,Changhua County,胃癌,男,60-64歲,1
21769,108,Changhua County,胃癌,男,95-99歲,1
21770,108,Changhua County,胃癌,女,35-39歲,1
21771,108,Changhua County,胃癌,女,85-89歲,1
21772,108,Changhua County,結腸、直腸和肛門癌,男,70-74歲,1
21773,108,Changhua County,結腸、直腸和肛門癌,男,90-94歲,1
21774,108,Changhua County,結腸、直腸和肛門癌,女,65-69歲,1
21775,108,Changhua County,結腸、直腸和肛門癌,女,75-79歲,1
21776,108,Changhua County,結腸、直腸和肛門癌,女,80-84歲,1
21777,108,Changhua County,結腸、直腸和肛門癌,女,85-89歲,1
21778,108,Changhua County,結腸、直腸和肛門癌,女,90-94歲,1
21779,108,Changhua County,結腸、直腸和肛門癌,女,95-99歲,1
21780,108,Changhua County,肝和肝內膽管癌,男,40-44歲,1
21781,108,Changhua County,肝和肝內膽管癌,男,50-54歲,1
21782,108,Changhua County,肝和肝內膽管癌,男,55-59歲,1
21783,108,Changhua County,肝和肝內膽管癌,男,60-64歲,1
21784,108,Changhua County,肝和肝內膽管癌,男,65-69歲,2
21785,108,Changhua County,肝和肝內膽管癌,男,80-84歲,1
21786,108,Changhua County,肝和肝內膽管癌,女,75-79歲,5
21787,108,Changhua County,肝和肝內膽管癌,女,80-84歲,1
21788,108,Changhua County,膽囊和其他膽道癌,男,55-59歲,1
21789,108,Changhua County,膽囊和其他膽道癌,女,65-69歲,1
21790,108,Changhua County,胰臟癌,男,60-64歲,2
21791,108,Changhua County,胰臟癌,男,80-84歲,1
21792,108,Changhua County,氣管、支氣管和肺癌,男,60-64歲,1
21793,108,Changhua County,氣管、支氣管和肺癌,男,65-69歲,2
21794,108,Changhua County,氣管、支氣管和肺癌,男,70-74歲,1
21795,108,Changhua County,氣管、支氣管和肺癌,男,75-79歲,2
21796,108,Changhua County,氣管、支氣管和肺癌,男,80-84歲,1
21797,108,Changhua County,氣管、支氣管和肺癌,男,85-89歲,2
21798,108,Changhua County,氣管、支氣管和肺癌,女,60-64歲,1
21799,108,Changhua County,氣管、支氣管和肺癌,女,65-69歲,1
21800,108,Changhua County,氣管、支氣管和肺癌,女,70-74歲,1
21801,108,Changhua County,氣管、支氣管和肺癌,女,75-79歲,1
21802,108,Changhua County,氣管、支氣管和肺癌,女,80-84歲,1
21803,108,Changhua County,氣管、支氣管和肺癌,女,85-89歲,1
21804,108,Changhua County,黑色素瘤和其他皮膚癌,女,90-94歲,1
21805,108,Changhua County,間皮和軟組織癌,男,45-49歲,1
21806,108,Changhua County,女性乳房癌,女,65-69歲,1
21807,108,Changhua County,子宮頸及部位未明示子宮癌,女,50-54歲,1
21808,108,Changhua County,子宮頸及部位未明示子宮癌,女,75-79歲,1
21809,108,Changhua County,子宮頸及部位未明示子宮癌,女,85-89歲,1
21810,108,Changhua County,子宮體癌,女,60-64歲,1
21811,108,Changhua County,子宮體癌,女,70-74歲,1
21812,108,Changhua County,前列腺(攝護腺)癌,男,90-94歲,1
21813,108,Changhua County,腎臟癌,女,75-79歲,1
21814,108,Changhua County,膀胱癌,男,70-74歲,1
21815,108,Changhua County,膀胱癌,男,80-84歲,1
21816,108,Changhua County,膀胱癌,女,90-94歲,1
21817,108,Changhua County,非何杰金氏淋巴瘤,男,75-79歲,1
21818,108,Changhua County,非何杰金氏淋巴瘤,女,50-54歲,1
21819,108,Changhua County,非何杰金氏淋巴瘤,女,90-94歲,1
21820,108,Changhua County,白血病,女,65-69歲,1
21821,108,Changhua County,其他癌症,男,80-84歲,1
21822,108,Changhua County,口腔癌,男,40-44歲,2
21823,108,Changhua County,口腔癌,男,45-49歲,4
21824,108,Changhua County,口腔癌,男,50-54歲,2
21825,108,Changhua County,口腔癌,男,55-59歲,1
21826,108,Changhua County,口腔癌,男,60-64歲,7
21827,108,Changhua County,口腔癌,男,65-69歲,1
21828,108,Changhua County,口腔癌,男,70-74歲,1
21829,108,Changhua County,口腔癌,男,75-79歲,4
21830,108,Changhua County,口腔癌,男,80-84歲,2
21831,108,Changhua County,口腔癌,女,70-74歲,1
21832,108,Changhua County,鼻咽癌,男,50-54歲,1
21833,108,Changhua County,鼻咽癌,女,50-54歲,1
21834,108,Changhua County,食道癌,男,55-59歲,2
21835,108,Changhua County,食道癌,男,75-79歲,1
21836,108,Changhua County,食道癌,男,85-89歲,1
21837,108,Changhua County,胃癌,男,50-54歲,1
21838,108,Changhua County,胃癌,男,70-74歲,1
21839,108,Changhua County,胃癌,男,85-89歲,2
21840,108,Changhua County,胃癌,男,90-94歲,2
21841,108,Changhua County,胃癌,女,60-64歲,1
21842,108,Changhua County,胃癌,女,65-69歲,1
21843,108,Changhua County,胃癌,女,70-74歲,1
21844,108,Changhua County,胃癌,女,85-89歲,2
21845,108,Changhua County,小腸癌,女,80-84歲,1
21846,108,Changhua County,結腸、直腸和肛門癌,男,45-49歲,1
21847,108,Changhua County,結腸、直腸和肛門癌,男,55-59歲,1
21848,108,Changhua County,結腸、直腸和肛門癌,男,60-64歲,2
21849,108,Changhua County,結腸、直腸和肛門癌,男,75-79歲,4
21850,108,Changhua County,結腸、直腸和肛門癌,男,80-84歲,3
21851,108,Changhua County,結腸、直腸和肛門癌,男,85-89歲,1
21852,108,Changhua County,結腸、直腸和肛門癌,男,90-94歲,1
21853,108,Changhua County,結腸、直腸和肛門癌,男,95-99歲,1
21854,108,Changhua County,結腸、直腸和肛門癌,女,45-49歲,1
21855,108,Changhua County,結腸、直腸和肛門癌,女,60-64歲,1
21856,108,Changhua County,結腸、直腸和肛門癌,女,65-69歲,4
21857,108,Changhua County,結腸、直腸和肛門癌,女,75-79歲,2
21858,108,Changhua County,結腸、直腸和肛門癌,女,80-84歲,3
21859,108,Changhua County,結腸、直腸和肛門癌,女,85-89歲,1
21860,108,Changhua County,結腸、直腸和肛門癌,女,90-94歲,2
21861,108,Changhua County,肝和肝內膽管癌,男,55-59歲,1
21862,108,Changhua County,肝和肝內膽管癌,男,60-64歲,4
21863,108,Changhua County,肝和肝內膽管癌,男,65-69歲,4
21864,108,Changhua County,肝和肝內膽管癌,男,70-74歲,3
21865,108,Changhua County,肝和肝內膽管癌,男,75-79歲,7
21866,108,Changhua County,肝和肝內膽管癌,男,80-84歲,1
21867,108,Changhua County,肝和肝內膽管癌,男,85-89歲,1
21868,108,Changhua County,肝和肝內膽管癌,男,90-94歲,1
21869,108,Changhua County,肝和肝內膽管癌,女,55-59歲,1
21870,108,Changhua County,肝和肝內膽管癌,女,60-64歲,4
21871,108,Changhua County,肝和肝內膽管癌,女,70-74歲,1
21872,108,Changhua County,肝和肝內膽管癌,女,75-79歲,2
21873,108,Changhua County,肝和肝內膽管癌,女,80-84歲,1
21874,108,Changhua County,肝和肝內膽管癌,女,85-89歲,3
21875,108,Changhua County,肝和肝內膽管癌,女,95-99歲,1
21876,108,Changhua County,膽囊和其他膽道癌,男,75-79歲,1
21877,108,Changhua County,膽囊和其他膽道癌,女,80-84歲,1
21878,108,Changhua County,胰臟癌,男,50-54歲,1
21879,108,Changhua County,胰臟癌,男,60-64歲,2
21880,108,Changhua County,胰臟癌,男,65-69歲,2
21881,108,Changhua County,胰臟癌,男,70-74歲,1
21882,108,Changhua County,胰臟癌,男,75-79歲,1
21883,108,Changhua County,胰臟癌,女,60-64歲,1
21884,108,Changhua County,胰臟癌,女,70-74歲,2
21885,108,Changhua County,胰臟癌,女,75-79歲,1
21886,108,Changhua County,胰臟癌,女,80-84歲,3
21887,108,Changhua County,鼻腔、中耳和副鼻竇癌,男,40-44歲,1
21888,108,Changhua County,喉癌,男,60-64歲,1
21889,108,Changhua County,喉癌,男,75-79歲,1
21890,108,Changhua County,喉癌,男,80-84歲,1
21891,108,Changhua County,氣管、支氣管和肺癌,男,50-54歲,3
21892,108,Changhua County,氣管、支氣管和肺癌,男,55-59歲,1
21893,108,Changhua County,氣管、支氣管和肺癌,男,60-64歲,2
21894,108,Changhua County,氣管、支氣管和肺癌,男,65-69歲,4
21895,108,Changhua County,氣管、支氣管和肺癌,男,70-74歲,6
21896,108,Changhua County,氣管、支氣管和肺癌,男,75-79歲,7
21897,108,Changhua County,氣管、支氣管和肺癌,男,80-84歲,1
21898,108,Changhua County,氣管、支氣管和肺癌,男,85-89歲,4
21899,108,Changhua County,氣管、支氣管和肺癌,男,90-94歲,1
21900,108,Changhua County,氣管、支氣管和肺癌,女,50-54歲,1
21901,108,Changhua County,氣管、支氣管和肺癌,女,55-59歲,2
21902,108,Changhua County,氣管、支氣管和肺癌,女,60-64歲,2
21903,108,Changhua County,氣管、支氣管和肺癌,女,65-69歲,1
21904,108,Changhua County,氣管、支氣管和肺癌,女,70-74歲,4
21905,108,Changhua County,氣管、支氣管和肺癌,女,75-79歲,3
21906,108,Changhua County,氣管、支氣管和肺癌,女,80-84歲,1
21907,108,Changhua County,氣管、支氣管和肺癌,女,85-89歲,2
21908,108,Changhua County,骨和關節軟骨癌,男,75-79歲,1
21909,108,Changhua County,黑色素瘤和其他皮膚癌,男,50-54歲,1
21910,108,Changhua County,黑色素瘤和其他皮膚癌,男,60-64歲,1
21911,108,Changhua County,黑色素瘤和其他皮膚癌,女,80-84歲,1
21912,108,Changhua County,間皮和軟組織癌,男,80-84歲,1
21913,108,Changhua County,間皮和軟組織癌,女,60-64歲,1
21914,108,Changhua County,間皮和軟組織癌,女,65-69歲,1
21915,108,Changhua County,間皮和軟組織癌,女,85-89歲,1
21916,108,Changhua County,女性乳房癌,女,35-39歲,1
21917,108,Changhua County,女性乳房癌,女,45-49歲,4
21918,108,Changhua County,女性乳房癌,女,50-54歲,2
21919,108,Changhua County,女性乳房癌,女,55-59歲,1
21920,108,Changhua County,女性乳房癌,女,60-64歲,1
21921,108,Changhua County,女性乳房癌,女,65-69歲,4
21922,108,Changhua County,女性乳房癌,女,80-84歲,2
21923,108,Changhua County,子宮頸及部位未明示子宮癌,女,65-69歲,1
21924,108,Changhua County,子宮體癌,女,45-49歲,1
21925,108,Changhua County,子宮體癌,女,50-54歲,2
21926,108,Changhua County,子宮體癌,女,55-59歲,1
21927,108,Changhua County,卵巢癌,女,25-29歲,1
21928,108,Changhua County,卵巢癌,女,50-54歲,1
21929,108,Changhua County,卵巢癌,女,65-69歲,1
21930,108,Changhua County,卵巢癌,女,75-79歲,1
21931,108,Changhua County,前列腺(攝護腺)癌,男,75-79歲,1
21932,108,Changhua County,前列腺(攝護腺)癌,男,80-84歲,1
21933,108,Changhua County,前列腺(攝護腺)癌,男,85-89歲,1
21934,108,Changhua County,前列腺(攝護腺)癌,男,90-94歲,1
21935,108,Changhua County,前列腺(攝護腺)癌,男,95-99歲,1
21936,108,Changhua County,腎臟癌,男,60-64歲,1
21937,108,Changhua County,腎臟癌,男,80-84歲,1
21938,108,Changhua County,腎臟癌,女,70-74歲,1
21939,108,Changhua County,腎臟癌,女,75-79歲,1
21940,108,Changhua County,腎臟癌,女,85-89歲,1
21941,108,Changhua County,膀胱癌,男,60-64歲,1
21942,108,Changhua County,膀胱癌,男,65-69歲,2
21943,108,Changhua County,膀胱癌,男,85-89歲,1
21944,108,Changhua County,膀胱癌,女,65-69歲,1
21945,108,Changhua County,膀胱癌,女,85-89歲,2
21946,108,Changhua County,腦癌,男,60-64歲,1
21947,108,Changhua County,腦癌,女,40-44歲,1
21948,108,Changhua County,腦癌,女,80-84歲,1
21949,108,Changhua County,非何杰金氏淋巴瘤,男,60-64歲,1
21950,108,Changhua County,非何杰金氏淋巴瘤,男,65-69歲,1
21951,108,Changhua County,非何杰金氏淋巴瘤,男,85-89歲,1
21952,108,Changhua County,非何杰金氏淋巴瘤,女,85-89歲,1
21953,108,Changhua County,白血病,男,25-29歲,1
21954,108,Changhua County,白血病,男,60-64歲,1
21955,108,Changhua County,白血病,男,65-69歲,1
21956,108,Changhua County,白血病,男,75-79歲,1
21957,108,Changhua County,白血病,男,85-89歲,1
21958,108,Changhua County,白血病,女,75-79歲,2
21959,108,Changhua County,白血病,女,85-89歲,1
21960,108,Changhua County,白血病,女,90-94歲,1
21961,108,Changhua County,其他癌症,男,60-64歲,1
21962,108,Changhua County,其他癌症,男,65-69歲,1
21963,108,Changhua County,其他癌症,男,75-79歲,1
21964,108,Changhua County,其他癌症,男,80-84歲,1
21965,108,Changhua County,其他癌症,女,25-29歲,1
21966,108,Changhua County,其他癌症,女,55-59歲,1
21967,108,Changhua County,其他癌症,女,60-64歲,2
21968,108,Changhua County,其他癌症,女,65-69歲,1
21969,108,Changhua County,其他癌症,女,80-84歲,1
21970,108,Changhua County,其他癌症,女,85-89歲,1
21971,108,Changhua County,口腔癌,男,45-49歲,1
21972,108,Changhua County,口腔癌,男,50-54歲,1
21973,108,Changhua County,口腔癌,男,55-59歲,1
21974,108,Changhua County,口腔癌,男,60-64歲,1
21975,108,Changhua County,口腔癌,男,70-74歲,2
21976,108,Changhua County,食道癌,男,50-54歲,1
21977,108,Changhua County,食道癌,男,55-59歲,1
21978,108,Changhua County,食道癌,男,60-64歲,1
21979,108,Changhua County,胃癌,男,55-59歲,1
21980,108,Changhua County,小腸癌,男,80-84歲,1
21981,108,Changhua County,結腸、直腸和肛門癌,男,35-39歲,1
21982,108,Changhua County,結腸、直腸和肛門癌,男,40-44歲,1
21983,108,Changhua County,結腸、直腸和肛門癌,男,45-49歲,1
21984,108,Changhua County,結腸、直腸和肛門癌,男,50-54歲,1
21985,108,Changhua County,結腸、直腸和肛門癌,男,65-69歲,1
21986,108,Changhua County,結腸、直腸和肛門癌,男,70-74歲,1
21987,108,Changhua County,結腸、直腸和肛門癌,男,75-79歲,2
21988,108,Changhua County,結腸、直腸和肛門癌,男,80-84歲,1
21989,108,Changhua County,結腸、直腸和肛門癌,女,35-39歲,1
21990,108,Changhua County,結腸、直腸和肛門癌,女,45-49歲,1
21991,108,Changhua County,結腸、直腸和肛門癌,女,50-54歲,1
21992,108,Changhua County,結腸、直腸和肛門癌,女,65-69歲,1
21993,108,Changhua County,結腸、直腸和肛門癌,女,70-74歲,1
21994,108,Changhua County,結腸、直腸和肛門癌,女,80-84歲,4
21995,108,Changhua County,結腸、直腸和肛門癌,女,95-99歲,1
21996,108,Changhua County,肝和肝內膽管癌,男,45-49歲,1
21997,108,Changhua County,肝和肝內膽管癌,男,50-54歲,2
21998,108,Changhua County,肝和肝內膽管癌,男,55-59歲,2
21999,108,Changhua County,肝和肝內膽管癌,男,60-64歲,3
22000,108,Changhua County,肝和肝內膽管癌,男,65-69歲,3
22001,108,Changhua County,肝和肝內膽管癌,男,70-74歲,4
22002,108,Changhua County,肝和肝內膽管癌,男,75-79歲,1
22003,108,Changhua County,肝和肝內膽管癌,男,80-84歲,2
22004,108,Changhua County,肝和肝內膽管癌,男,85-89歲,1
22005,108,Changhua County,肝和肝內膽管癌,男,90-94歲,1
22006,108,Changhua County,肝和肝內膽管癌,女,65-69歲,1
22007,108,Changhua County,肝和肝內膽管癌,女,75-79歲,1
22008,108,Changhua County,肝和肝內膽管癌,女,80-84歲,2
22009,108,Changhua County,肝和肝內膽管癌,女,85-89歲,2
22010,108,Changhua County,肝和肝內膽管癌,女,90-94歲,1
22011,108,Changhua County,膽囊和其他膽道癌,女,70-74歲,2
22012,108,Changhua County,胰臟癌,男,65-69歲,1
22013,108,Changhua County,胰臟癌,女,50-54歲,1
22014,108,Changhua County,氣管、支氣管和肺癌,男,40-44歲,1
22015,108,Changhua County,氣管、支氣管和肺癌,男,55-59歲,2
22016,108,Changhua County,氣管、支氣管和肺癌,男,60-64歲,1
22017,108,Changhua County,氣管、支氣管和肺癌,男,65-69歲,1
22018,108,Changhua County,氣管、支氣管和肺癌,男,70-74歲,3
22019,108,Changhua County,氣管、支氣管和肺癌,男,80-84歲,1
22020,108,Changhua County,氣管、支氣管和肺癌,男,90-94歲,1
22021,108,Changhua County,氣管、支氣管和肺癌,女,30-34歲,1
22022,108,Changhua County,氣管、支氣管和肺癌,女,55-59歲,1
22023,108,Changhua County,氣管、支氣管和肺癌,女,75-79歲,3
22024,108,Changhua County,氣管、支氣管和肺癌,女,85-89歲,1
22025,108,Changhua County,氣管、支氣管和肺癌,女,90-94歲,3
22026,108,Changhua County,黑色素瘤和其他皮膚癌,男,85-89歲,1
22027,108,Changhua County,間皮和軟組織癌,男,30-34歲,1
22028,108,Changhua County,女性乳房癌,女,50-54歲,2
22029,108,Changhua County,女性乳房癌,女,55-59歲,1
22030,108,Changhua County,女性乳房癌,女,65-69歲,1
22031,108,Changhua County,女性乳房癌,女,70-74歲,1
22032,108,Changhua County,卵巢癌,女,40-44歲,1
22033,108,Changhua County,卵巢癌,女,50-54歲,2
22034,108,Changhua County,前列腺(攝護腺)癌,男,65-69歲,1
22035,108,Changhua County,前列腺(攝護腺)癌,男,75-79歲,2
22036,108,Changhua County,前列腺(攝護腺)癌,男,80-84歲,1
22037,108,Changhua County,前列腺(攝護腺)癌,男,85-89歲,1
22038,108,Changhua County,男性生殖器官癌(攝護腺除外),男,75-79歲,1
22039,108,Changhua County,腎臟癌,男,65-69歲,2
22040,108,Changhua County,腎臟癌,男,70-74歲,1
22041,108,Changhua County,膀胱癌,女,95-99歲,1
22042,108,Changhua County,腦癌,男,40-44歲,1
22043,108,Changhua County,腦癌,男,65-69歲,1
22044,108,Changhua County,非何杰金氏淋巴瘤,男,50-54歲,1
22045,108,Changhua County,非何杰金氏淋巴瘤,男,65-69歲,1
22046,108,Changhua County,非何杰金氏淋巴瘤,女,80-84歲,2
22047,108,Changhua County,非何杰金氏淋巴瘤,女,85-89歲,1
22048,108,Changhua County,白血病,男,60-64歲,1
22049,108,Changhua County,白血病,男,80-84歲,1
22050,108,Changhua County,白血病,男,85-89歲,1
22051,108,Changhua County,其他癌症,男,70-74歲,1
22052,108,Changhua County,其他癌症,男,80-84歲,1
22053,108,Changhua County,其他癌症,男,85-89歲,1
22054,108,Changhua County,口腔癌,男,40-44歲,1
22055,108,Changhua County,口腔癌,男,45-49歲,3
22056,108,Changhua County,口腔癌,男,50-54歲,3
22057,108,Changhua County,口腔癌,男,55-59歲,3
22058,108,Changhua County,口腔癌,男,65-69歲,2
22059,108,Changhua County,口腔癌,男,70-74歲,1
22060,108,Changhua County,口腔癌,男,80-84歲,1
22061,108,Changhua County,口腔癌,女,55-59歲,1
22062,108,Changhua County,食道癌,男,60-64歲,1
22063,108,Changhua County,食道癌,男,65-69歲,2
22064,108,Changhua County,食道癌,男,75-79歲,1
22065,108,Changhua County,胃癌,男,75-79歲,1
22066,108,Changhua County,結腸、直腸和肛門癌,男,35-39歲,1
22067,108,Changhua County,結腸、直腸和肛門癌,男,50-54歲,1
22068,108,Changhua County,結腸、直腸和肛門癌,男,75-79歲,1
22069,108,Changhua County,結腸、直腸和肛門癌,男,85-89歲,2
22070,108,Changhua County,結腸、直腸和肛門癌,男,90-94歲,1
22071,108,Changhua County,結腸、直腸和肛門癌,女,65-69歲,1
22072,108,Changhua County,結腸、直腸和肛門癌,女,80-84歲,2
22073,108,Changhua County,結腸、直腸和肛門癌,女,85-89歲,1
22074,108,Changhua County,肝和肝內膽管癌,男,55-59歲,1
22075,108,Changhua County,肝和肝內膽管癌,男,60-64歲,1
22076,108,Changhua County,肝和肝內膽管癌,男,65-69歲,2
22077,108,Changhua County,肝和肝內膽管癌,男,70-74歲,1
22078,108,Changhua County,肝和肝內膽管癌,男,75-79歲,2
22079,108,Changhua County,肝和肝內膽管癌,男,80-84歲,3
22080,108,Changhua County,肝和肝內膽管癌,女,55-59歲,1
22081,108,Changhua County,肝和肝內膽管癌,女,60-64歲,1
22082,108,Changhua County,肝和肝內膽管癌,女,65-69歲,2
22083,108,Changhua County,肝和肝內膽管癌,女,70-74歲,1
22084,108,Changhua County,肝和肝內膽管癌,女,75-79歲,1
22085,108,Changhua County,膽囊和其他膽道癌,男,60-64歲,1
22086,108,Changhua County,胰臟癌,男,70-74歲,1
22087,108,Changhua County,胰臟癌,女,55-59歲,1
22088,108,Changhua County,胰臟癌,女,65-69歲,2
22089,108,Changhua County,氣管、支氣管和肺癌,男,40-44歲,1
22090,108,Changhua County,氣管、支氣管和肺癌,男,60-64歲,1
22091,108,Changhua County,氣管、支氣管和肺癌,男,65-69歲,3
22092,108,Changhua County,氣管、支氣管和肺癌,男,70-74歲,3
22093,108,Changhua County,氣管、支氣管和肺癌,男,75-79歲,1
22094,108,Changhua County,氣管、支氣管和肺癌,男,80-84歲,4
22095,108,Changhua County,氣管、支氣管和肺癌,男,85-89歲,2
22096,108,Changhua County,氣管、支氣管和肺癌,男,90-94歲,1
22097,108,Changhua County,氣管、支氣管和肺癌,女,60-64歲,1
22098,108,Changhua County,氣管、支氣管和肺癌,女,65-69歲,2
22099,108,Changhua County,氣管、支氣管和肺癌,女,70-74歲,1
22100,108,Changhua County,氣管、支氣管和肺癌,女,75-79歲,2
22101,108,Changhua County,黑色素瘤和其他皮膚癌,女,75-79歲,1
22102,108,Changhua County,間皮和軟組織癌,男,80-84歲,1
22103,108,Changhua County,女性乳房癌,女,55-59歲,1
22104,108,Changhua County,女性乳房癌,女,60-64歲,1
22105,108,Changhua County,女性乳房癌,女,80-84歲,1
22106,108,Changhua County,子宮頸及部位未明示子宮癌,女,85-89歲,1
22107,108,Changhua County,卵巢癌,女,45-49歲,1
22108,108,Changhua County,前列腺(攝護腺)癌,男,60-64歲,1
22109,108,Changhua County,前列腺(攝護腺)癌,男,80-84歲,2
22110,108,Changhua County,前列腺(攝護腺)癌,男,85-89歲,1
22111,108,Changhua County,膀胱癌,男,80-84歲,2
22112,108,Changhua County,腦癌,男,90-94歲,1
22113,108,Changhua County,非何杰金氏淋巴瘤,男,60-64歲,1
22114,108,Changhua County,非何杰金氏淋巴瘤,女,80-84歲,1
22115,108,Changhua County,非何杰金氏淋巴瘤,女,85-89歲,1
22116,108,Changhua County,白血病,女,80-84歲,1
22117,108,Changhua County,其他癌症,男,55-59歲,1
22118,108,Changhua County,其他癌症,男,60-64歲,2
22119,108,Changhua County,其他癌症,男,80-84歲,1
22120,108,Changhua County,其他癌症,女,65-69歲,2
22121,108,Changhua County,其他癌症,女,75-79歲,2
22122,108,Changhua County,口腔癌,男,40-44歲,1
22123,108,Changhua County,口腔癌,男,45-49歲,3
22124,108,Changhua County,口腔癌,男,55-59歲,1
22125,108,Changhua County,口腔癌,男,65-69歲,1
22126,108,Changhua County,口腔癌,男,70-74歲,4
22127,108,Changhua County,口腔癌,男,80-84歲,1
22128,108,Changhua County,口腔癌,男,90-94歲,1
22129,108,Changhua County,口腔癌,女,50-54歲,1
22130,108,Changhua County,鼻咽癌,男,50-54歲,1
22131,108,Changhua County,胃癌,男,85-89歲,1
22132,108,Changhua County,胃癌,女,55-59歲,2
22133,108,Changhua County,胃癌,女,65-69歲,1
